Date,Adj Close,Class,Vol,SMA_5,SMA_10,SMA_15,SMA_30,SMA_90,SMA_100,EMA_5,EMA_10,EMA_15,EMA_30,EMA_90,EMA_100,avg_5,avg_10,avg_15,avg_30,avg_90,avg_100,upper_band,mid_band,lower_band,RSI_5,RSI_10,RSI_15,RSI_30,RSI_90,RSI_100,ATR_14,ADX_14,ROC_12,Williams_14,momentum_5,momentum_10,momentum_15,FFT_100,ma7,ma21,10 Day ROI,20 Day ROI,30 Day ROI,MACD_12_26,SRSI_10,SRSI_14,SRSI_30,CCI,Hvol_10,Hvol_14,Hvol_30,Hvol_90,VWAP,slowk,slowd,Return,Ret_10,Std_10,Ret_15,Std_15,Ret_20,Std_20,Ret_25,Std_25,Ret_30,Std_30,Ret_35,Std_35,Ret_40,Std_40,Ret_45,Std_45,Ret_50,Std_50,Ret_55,Std_55,Ret_60,Std_60
2013-01-21,6082.2998046875,False,130900,6048.87001953125,6016.15498046875,6004.92998046875,5946.544986979166,5750.324994574653,5709.044995117188,6049.771813572014,6024.030448721621,6002.7306903522085,5945.352818876512,5754.020798523316,5727.708909914633,45.48060597241782,36.81995392926247,27.51695048732438,13.391807061660241,4.5387715796262755,4.196490648856684,6109.91989972014,5973.072509765625,5836.22511981111,71.66012853018219,67.21170461326965,65.5442974876793,63.07433501958917,57.95424619379273,57.35181497723419,56.56476328348699,29.21556053163792,1.211412009110575,-7.837588922764227,58.25,93.89990234375,173.94970703125,6049.691808718696,6031.385672433035,5970.373814174107,0.01568029922433859,0.02804068438274932,0.025527306957907076,55.186114682032894,0.65268048717856,0.7089800455644906,0.6055487277112659,109.3000999088065,10.732665506754472,11.781360842393042,10.912908951227509,28.83371315791653,6080.583333333334,83.3600192113724,75.00745893874478,0.002951636210011932,0.015740223394481667,0.006140492163293677,0.0293232760466422,0.006323398546058647,0.028105956705697044,0.006748936663746177,0.03919422494012381,0.006325018912248538,0.025746645279833835,0.006045682768145833,0.043828702074448334,0.005836087373020347,0.08085975092212039,0.006428138029158022,0.06878805403065391,0.006603320587917653,0.0652624492241517,0.006527183241919591,0.07218596003794442,0.006589322706619018,0.06292961602487701,0.006532623428213356
2013-01-22,6048.5,True,129000,6047.25,6020.8349609375,6014.489973958333,5951.248323567708,5759.467214626736,5715.319995117187,6049.347875714676,6028.4794580449625,6008.451854058182,5952.007475723189,5760.492868885442,5734.061208728205,39.16663545644964,35.87013296523312,27.504537441472426,13.507636681183225,4.535330372915057,4.1900809865108934,6110.855289745982,5983.1125,5855.369710254018,56.29928711864477,59.91485358237736,60.75519126639569,60.79680435832001,57.344489308495724,56.81997335950527,56.867266240916486,29.112120053597923,0.5377209374993659,-32.85619225007824,-8.10009765625,46.7998046875,143.39990234375,6060.208213359638,6045.271414620535,5976.664295014881,0.007797757829365084,0.03433825230104316,0.02388531333392019,53.75129227652724,0.5687963315270341,0.5686487457397306,0.5938024554060983,84.9797365512072,10.94335983914407,10.293710071915031,10.905014088292846,28.817832880241212,6072.070988591366,75.44846232768793,76.19288519827529,-0.00555707639755787,0.007962137514316403,0.0065297176296344695,0.02431626861017877,0.006591545435726749,0.034160621935684476,0.006251792019989166,0.028834944380171645,0.006442534455632204,0.02415186809267289,0.0060963300829859025,0.02885529989899349,0.005768438712809728,0.07299623515664633,0.0065384955577469555,0.07250314074894149,0.006487422317809236,0.05616417400123541,0.006590095224488769,0.07857822601287523,0.006404870004480124,0.06339666996042148,0.006524325487707242
2013-01-23,6054.2998046875,False,137000,6057.73994140625,6029.11494140625,6018.5599609375,5956.094986979167,5768.532769097223,5721.7344921875,6050.998518705617,6033.174066525424,6014.1828478868465,5958.606980817661,5766.950164177794,5740.402567064033,33.06472051391897,33.782448278402015,26.975874101846394,13.52041608607558,4.524377383499549,4.177788127790311,6110.05830192604,5993.039990234375,5876.02167854271,58.22022241784928,60.72774598858476,61.27538966910322,61.04648258217846,57.42222243238163,56.88926559251124,56.280311676833165,28.41271299617225,1.1004592782448945,-29.24709750146606,52.44970703125,82.7998046875,61.0498046875,6068.735711555864,6049.592843191965,5986.502371651785,0.013865830141086829,0.03390681034666781,0.024606932719587533,52.47725581108534,0.6358808907199552,0.5557480412230581,0.5972840316827216,64.67547327423613,10.898623282480619,10.296460696381674,10.960647797412804,28.817118844510098,6063.906049307262,66.83198266389155,75.21348806765057,0.0009588831425146882,0.013952960662112823,0.006202194950400118,0.010347394240380225,0.005468356590480864,0.03374292891686448,0.006253654942566567,0.03348458794041442,0.006363493553802474,0.024856832417298635,0.006095491012650844,0.03132781046328503,0.005754085403159096,0.07415944548920139,0.0065318223480310255,0.08357571512081152,0.006237789719190231,0.050886561454851154,0.006548661528328459,0.07564273924005394,0.006396167724279332,0.05856764751402832,0.006494689235038588
2013-01-24,6019.35009765625,True,185200,6053.769921875,6034.1849609375,6019.216634114583,5960.113330078125,5776.057769097222,5727.7744921875,6040.449045022495,6030.660617640119,6014.828754108022,5962.525891581441,5772.497415463035,5745.926280541106,30.8404625805558,31.11173286549543,26.14021592124445,13.465261341306084,4.508356198659458,4.161529201878252,6109.059679707154,5998.727490234375,5888.395300761596,43.738297942911515,53.46785623906357,56.44475919851679,58.715363920624775,56.79155930204614,56.33895808392027,56.363839916434365,27.365645971607666,0.2940817063393983,-50.99555471828825,-19.85009765625,50.7001953125,9.85009765625,6074.768665409244,6044.271414620535,5994.292852492559,0.008494416014012015,0.019261378711562922,0.020436410280097034,48.093036870584,0.5730763469338914,0.4955626636533391,0.5700866922943764,38.835230009564626,10.695946558393674,10.399809146655663,10.621599039173429,28.716126628880982,6053.38368717297,41.38116159714615,61.22053552957516,-0.005772708349228162,0.008657535684943651,0.006593553929602276,0.0018633022512238862,0.005679033736162787,0.019457203847959126,0.00624882571791305,0.021071291156381178,0.006416686205671544,0.02079342661561301,0.006198111338049518,0.02243809309870015,0.00584854803983649,0.06673390869542584,0.006642271320902398,0.0782784066041291,0.006332083170804385,0.04882040286939138,0.006585496248883978,0.06535918360467607,0.00645286614359474,0.05729893161555677,0.006514867677584921
2013-01-25,6074.64990234375,False,147600,6055.819921875,6046.519970703125,6023.116634114584,5966.334993489583,5783.959988064236,5734.653989257812,6051.849330796246,6038.658669404415,6022.306397637488,5969.759698727396,5779.138129460413,5752.4356591906635,24.853648256210548,29.457528572119514,25.646041537337172,13.472631860143734,4.498116072660982,4.149894710341983,6106.927563958556,6008.95498046875,5910.982396978945,62.29043693016687,61.54923399807466,61.579557390789205,61.144014200941285,57.53775536565132,57.00369697679095,57.05925202061763,26.72893330740758,1.7273700467847275,-16.583665792600108,10.25,123.35009765625,58.5,6077.878280764134,6054.67138671875,6002.342843191965,0.020726581033456617,0.03484605054165438,0.031700051349142326,48.521419135911856,0.6651127808724185,0.599427170928811,0.6239255452147843,68.14791833390298,10.024885383411828,10.354809350341956,10.632954425979918,28.72027335032922,6054.024146222692,47.42287786089263,51.878674040643396,0.009187005871120979,0.02075141294911398,0.006925467772878329,0.009943743126296867,0.006143150194965662,0.03465545318510632,0.006278844095675342,0.024695908264926847,0.006566956581559207,0.03181128029392999,0.006367509974555299,0.029714838749928973,0.00602176567843057,0.05967678416056177,0.006331651601278153,0.08743850678792242,0.006422367847927675,0.06715574243687483,0.006520374830681771,0.06521936465641631,0.006449627274336897,0.06404367326658211,0.0065986163986285346
2013-01-28,6074.7998046875,False,113100,6054.319921875,6051.594970703125,6028.876627604167,5973.7783203125,5791.568874782986,5741.899487304688,6059.499488759998,6045.229784910431,6028.868073518739,5976.53647975708,5785.636188256613,5758.819107616343,21.718028924100857,28.345444289372722,25.330502097460506,13.511061141965607,4.490883346624653,4.140680437781223,6107.634600304009,6017.2774658203125,5926.920331336616,62.332523398983355,61.56933661257686,61.59270796442038,61.150422915065704,57.5397654027714,57.00548931364921,54.912162590573516,26.308434150946393,1.778457508490612,-16.490384761464906,-7.5,50.75,86.39990234375,6077.736124929792,6059.757045200893,6012.090448288691,0.008424565142291793,0.028171943821893357,0.03816112188114159,48.316053643166924,0.5822106516510505,0.5858016261716645,0.6646958007338766,91.66069673016719,9.36472418705527,10.246127898618964,10.531521349640402,28.704334097638608,6056.821102007755,51.81022546176589,46.871421639934844,2.467670502159791e-05,0.008551869334618267,0.0059439665806325075,0.014581004366352901,0.005973028361087448,0.028164057018513433,0.006185656158173633,0.026946737677568278,0.006536415147281863,0.038035005911995046,0.00622257452861171,0.02458742625170507,0.005976198466975971,0.04266948304631957,0.005810977350847162,0.07970053189399162,0.006366356579272839,0.06762883500252515,0.006518064895665939,0.06410323019602293,0.006451527115808387,0.07102674100981565,0.0065157226659928414
2013-01-29,6049.89990234375,False,157600,6054.59990234375,6050.924951171875,6032.08994140625,5979.45498046875,5798.445540364583,5749.52048828125,6056.2996266212485,6046.078897171034,6031.497052121866,5981.26960379493,5791.4441819728145,5764.583083749559,24.137449067165896,28.385221245763738,25.452976783116473,13.64059094292996,4.492359511052161,4.138429547926711,6099.689486791069,6024.5174560546875,5949.345425318306,50.60549670289218,56.15116187895768,58.05613288962979,59.46508312143387,57.08585372755832,56.60954671932713,55.94340878946112,26.404231841874157,1.656782566702291,-36.15654688734431,1.39990234375,-6.7001953125,48.19970703125,6074.133347985408,6057.685616629465,6018.830915178572,-0.0011062634488766734,0.024521143129304687,0.02896452171217998,45.61822745882819,0.48354414539487756,0.5939482337699084,0.6159310810134798,82.03871770921259,9.974200948039943,10.633265316396425,10.77061524944491,28.726790404973755,6058.5900636164815,61.19221945377294,53.475107592143765,-0.004098884431473215,-0.0009504055109615939,0.005895421894887881,0.008261110452272291,0.006100180925432666,0.02461524154813466,0.006294726185759094,0.034459594873640365,0.0060858722365985125,0.029133917318127533,0.006260333487332305,0.024450841030628778,0.005979377901839612,0.02915427283694938,0.00570499633588749,0.07329520809460222,0.006425447479511327,0.07280211368689737,0.006385684572138641,0.0564631469391913,0.006481608778943704,0.07887719895083112,0.006323515922803793
2013-01-30,6055.75,False,124200,6054.88994140625,6056.31494140625,6037.706608072916,5986.049983723959,5805.338872612847,5756.927490234375,6056.116417747499,6047.837279503574,6034.528670606633,5986.07479064687,5797.253101050335,5770.348765259469,26.072985181617934,28.421020506515656,25.56728648972871,13.765803083862169,4.493819273652697,4.136201166970742,6102.551302686205,6027.6424560546875,5952.73360942317,53.19175021128334,57.1358655424011,58.653743735411545,59.73479905913628,57.16613394050354,56.680951080326636,53.93318623083889,26.493186840592795,0.5262273111990724,-32.73942792277614,1.4501953125,53.89990234375,84.25,6066.9945521129175,6053.892787388393,6026.004720052083,0.008980547908851999,0.010428398615108664,0.03377491950265146,43.45135459229368,0.6092405588112854,0.6045242920181924,0.6449428349622277,55.33180866491716,9.687316086227504,10.277241579010525,10.698597272096382,28.728963387700023,6058.445752876486,52.72481643086255,55.2424204488004,0.0009669742889437671,0.009056293890622014,0.004987886261200924,0.01426002474649779,0.005901444723781183,0.010654458324765193,0.005407425226204876,0.034049993001249446,0.00608642863498767,0.03379165202479939,0.006198178613659727,0.025163896501683602,0.0059790329878082445,0.03163487454767,0.00569346560729307,0.07446650957358636,0.00642022324238995,0.08388277920519649,0.006164407773137207,0.05119362553923612,0.0064419966536213335,0.0759498033244389,0.0063145611712262985
2013-01-31,6034.75,False,168500,6057.969921875,6055.869921875,6042.11328125,5990.648323567709,5810.417762586805,5764.689990234375,6048.994278498333,6045.457774139288,6034.556336780804,5989.215126734169,5802.472813115163,5775.584433274133,20.948141208775162,26.994935985038474,25.091924832349957,13.77948729346618,4.487519148454502,4.127918056945562,6103.3981327391275,6028.904956054687,5954.411779370247,43.072303637276335,52.4389264852167,55.60658134124118,58.29439751906242,56.780552312258635,56.344745470559445,52.43080881033254,25.89269040036416,-0.36076507122709706,-51.4867056247818,15.39990234375,-4.4501953125,66.10009765625,6056.385505094298,6051.928501674107,6027.980910528274,-0.0007368848802121427,0.004201680672268907,0.023394078124008934,39.583276368174666,0.48522866133761466,0.5988408643775306,0.5906925209644837,17.244918917005617,9.353991981679604,9.617656183126437,10.29413554115643,28.53885930015411,6055.9530860437335,35.79480845040686,49.90394811168073,-0.003467778557569301,-0.0006345820533407709,0.0047769237858337945,0.011269529560987479,0.0060027738840744685,0.004475296127267714,0.005452730128268332,0.022069197724002954,0.005970478974902764,0.023683285032425005,0.006162733171816381,0.023405420491656836,0.006007359229081729,0.02505008697474398,0.005719619132723764,0.06934590257146966,0.00646547820072434,0.08089040048017293,0.006200159633811709,0.051432396745435205,0.006438893358701175,0.0679711774807199,0.006329060261049152
2013-02-01,5998.89990234375,False,159300,6042.819921875,6049.319921875,6045.28662109375,5992.958317057291,5814.738872612847,5772.141489257812,6032.296153113472,6036.992706540099,6030.0992824761715,5989.839950967045,5806.789891999308,5780.0065217705605,25.092377665281436,25.361878946836526,23.545064248255326,13.568304949978804,4.464366685300032,4.1064176582758485,6103.499596990237,6028.042456054687,5952.585315119138,30.635301651752144,45.365070083907995,50.78114466902607,55.91336090812008,56.12701110333316,55.77426921999421,53.667893895308794,24.05974307290672,-0.04915476502240642,-87.79179259754265,-75.75,-65.5,47.60009765625,6042.514189367121,6044.014229910715,6027.476143973215,-0.01080073891147676,-0.002867282278534949,0.011687095848991845,33.241802432332406,0.35352800049242405,0.45575692811844215,0.5238710501502037,-37.79778902574491,9.563588330561801,9.484085985608901,10.371090472518452,28.48430410656338,6051.097566868489,26.380188727925105,38.299937869731444,-0.005940610241724986,-0.01074788175994057,0.004850419152339867,0.008235790712311841,0.006183226189339809,-0.0025718791105052707,0.005617876077401549,0.022139830948304184,0.005967096437760627,0.01218028602812471,0.006213170363382182,0.01929565805712785,0.006097148055617665,0.017199216513126836,0.005808441644288688,0.04716116192375963,0.006157335530480628,0.07492288455112028,0.006288219445735182,0.054640120200072695,0.006359910942070251,0.052703742419614175,0.006300889123038787
